OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT,geo_shape,geo_point_2d
274,100085121,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1524-N005,D0401,SANDY CREEK PARK,TARRAGINDI,MAINS POWER,1,153.04096086294624,-27.52624312879776,"{""coordinates"": [153.04096086294624, -27.52624312879776], ""type"": ""Point""}","-27.52624312879776, 153.04096086294624"
275,100085223,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1370-N013,D0471,TOOWONG MEMORIAL PARK,TOOWONG,MAINS POWER,1,152.99563397575366,-27.478033205217077,"{""coordinates"": [152.99563397575366, -27.478033205217077], ""type"": ""Point""}","-27.478033205217077, 152.99563397575366"
276,100086028,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1155-N002,D3712,NORTHSHORE RIVERSIDE PARK,HAMILTON,MAINS POWER,1,153.08556558901475,-27.4449347150861,"{""coordinates"": [153.08556558901475, -27.4449347150861], ""type"": ""Point""}","-27.4449347150861, 153.08556558901475"
277,100086070,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0610-N011,D1886,KOOKABURRA PARK - WEST,KARANA DOWNS,MAINS POWER,2,152.84071157191602,-27.542494781022775,"{""coordinates"": [152.84071157191602, -27.542494781022775], ""type"": ""Point""}","-27.542494781022775, 152.84071157191602"
278,100107316,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0459-N005,D1572,WAKERLEY PARK,WAKERLEY,MAINS POWER,2,153.15071384571144,-27.48654009622144,"{""coordinates"": [153.15071384571144, -27.48654009622144], ""type"": ""Point""}","-27.48654009622144, 153.15071384571144"
279,100108300,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2722-N002,D2165,CAPE ARID PARK,FITZGIBBON,MAINS POWER,1,153.02469480572435,-27.336743738173958,"{""coordinates"": [153.02469480572435, -27.336743738173958], ""type"": ""Point""}","-27.336743738173958, 153.02469480572435"
280,100113695,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0017-N015,D0498,LANHAM PARK,GRANGE,MAINS POWER,2,153.01756031164368,-27.424668168147498,"{""coordinates"": [153.01756031164368, -27.424668168147498], ""type"": ""Point""}","-27.424668168147498, 153.01756031164368"
281,100113855,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1870-N009,D0283,DEAGON SPORTSGROUND PARK,DEAGON,MAINS POWER,1,153.06198737960617,-27.32183753997799,"{""coordinates"": [153.06198737960617, -27.32183753997799], ""type"": ""Point""}","-27.32183753997799, 153.06198737960617"
282,200483613,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1447-N014,D0438,NUDGEE BEACH RESERVE,NUDGEE BEACH,MAINS POWER,2,153.1020785897916,-27.34414289555319,"{""coordinates"": [153.1020785897916, -27.34414289555319], ""type"": ""Point""}","-27.34414289555319, 153.1020785897916"
283,200483805,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1499-N003,D0434,BROADWATER PICNIC GROUND PARK,MANSFIELD,MAINS POWER,2,153.11144877001598,-27.544726131334443,"{""coordinates"": [153.11144877001598, -27.544726131334443], ""type"": ""Point""}","-27.544726131334443, 153.11144877001598"
284,200484135,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0075-N003,D2022,BLUE RANGE DRIVE PARK,ALGESTER,MAINS POWER,1,153.03593128037434,-27.60214333734489,"{""coordinates"": [153.03593128037434, -27.60214333734489], ""type"": ""Point""}","-27.60214333734489, 153.03593128037434"
285,200484237,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2465-N009,D0804,BILL BROWN SPORTS RESERVE,FITZGIBBON,MAINS POWER,2,153.03553488430066,-27.339877204141782,"{""coordinates"": [153.03553488430066, -27.339877204141782], ""type"": ""Point""}","-27.339877204141782, 153.03553488430066"
286,200488241,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0312-N004,D2072,CALAMVALE DISTRICT PARK,CALAMVALE,MAINS POWER,2,153.0375861558833,-27.620409617831896,"{""coordinates"": [153.0375861558833, -27.620409617831896], ""type"": ""Point""}","-27.620409617831896, 153.0375861558833"
287,200488263,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1876-N007,D0275,DECKER PARK,BRIGHTON,MAINS POWER,1,153.06440137942892,-27.28570661737118,"{""coordinates"": [153.06440137942892, -27.28570661737118], ""type"": ""Point""}","-27.28570661737118, 153.06440137942892"
288,200488383,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1489-N001,D0436,COORA STREET PARK,WISHART,MAINS POWER,1,153.1064819135316,-27.556085197386793,"{""coordinates"": [153.1064819135316, -27.556085197386793], ""type"": ""Point""}","-27.556085197386793, 153.1064819135316"
289,200488448,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0015-N002,D0541,TONKS STREET PARK,MOOROOKA,MAINS POWER,2,153.01942320774762,-27.539964639697573,"{""coordinates"": [153.01942320774762, -27.539964639697573], ""type"": ""Point""}","-27.539964639697573, 153.01942320774762"
290,200488582,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0287-N001,D2138,WHITMORE STREET PARK,TARINGA,MAINS POWER,1,152.9874454205587,-27.490993619326854,"{""coordinates"": [152.9874454205587, -27.490993619326854], ""type"": ""Point""}","-27.490993619326854, 152.9874454205587"
291,200488593,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1716-N013,D0208,TERALBA PARK,EVERTON PARK,MAINS POWER,1,152.98078616542207,-27.40264875568689,"{""coordinates"": [152.98078616542207, -27.40264875568689], ""type"": ""Point""}","-27.40264875568689, 152.98078616542207"
292,100115257,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1501-N006,D0430,MOORE PARK,INDOOROOPILLY,MAINS POWER,2,152.96519746208628,-27.498559150571566,"{""coordinates"": [152.96519746208628, -27.498559150571566], ""type"": ""Point""}","-27.498559150571566, 152.96519746208628"
293,100119600,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1452-N005,D0390,CLIFTON HILL PEACE PARK,ANNERLEY,MAINS POWER,1,153.03107866414183,-27.523504442942613,"{""coordinates"": [153.03107866414183, -27.523504442942613], ""type"": ""Point""}","-27.523504442942613, 153.03107866414183"
294,100119693,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2411-N001,D0858,MERRI MERRI PARK,CHAPEL HILL,MAINS POWER,2,152.93926917678755,-27.485595296946677,"{""coordinates"": [152.93926917678755, -27.485595296946677], ""type"": ""Point""}","-27.485595296946677, 152.93926917678755"
295,100123074,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1846-N009,D0064,GLINDEMANN PARK,HOLLAND PARK WEST,MAINS POWER,2,153.07005639658516,-27.52601379033892,"{""coordinates"": [153.07005639658516, -27.52601379033892], ""type"": ""Point""}","-27.52601379033892, 153.07005639658516"
296,100124179,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1871-N011,D0281,SANDGATE THIRD LAGOON RESERVE,BRIGHTON,MAINS POWER,2,153.05771873382633,-27.312150172263003,"{""coordinates"": [153.05771873382633, -27.312150172263003], ""type"": ""Point""}","-27.312150172263003, 153.05771873382633"
297,100124337,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1996-N003,D0236,FRANK ROBERTS PARK,WAVELL HEIGHTS,MAINS POWER,1,153.05092455689177,-27.39500420047359,"{""coordinates"": [153.05092455689177, -27.39500420047359], ""type"": ""Point""}","-27.39500420047359, 153.05092455689177"
298,100124423,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0478-N003,D1456,ST VINCENTS ROAD PARK,NUDGEE,MAINS POWER,2,153.0916486283069,-27.364795466553833,"{""coordinates"": [153.0916486283069, -27.364795466553833], ""type"": ""Point""}","-27.364795466553833, 153.0916486283069"
299,100125292,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2001-N010,D0231,BURNIE BRAE PARK,CHERMSIDE,MAINS POWER,1,153.0358536806118,-27.389405994648836,"{""coordinates"": [153.0358536806118, -27.389405994648836], ""type"": ""Point""}","-27.389405994648836, 153.0358536806118"
300,100132673,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N023,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.97121697960003,-27.471890182676578,"{""coordinates"": [152.97121697960003, -27.471890182676578], ""type"": ""Point""}","-27.471890182676578, 152.97121697960003"
301,200488740,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2018-N015,D0305,SHERWOOD ARBORETUM,SHERWOOD,MAINS POWER,2,152.9733144100951,-27.53212627616182,"{""coordinates"": [152.9733144100951, -27.53212627616182], ""type"": ""Point""}","-27.53212627616182, 152.9733144100951"
302,200488790,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1376-N004,D0478,GREGORY PARK,MILTON,MAINS POWER,1,152.9991864884223,-27.466204360342825,"{""coordinates"": [152.9991864884223, -27.466204360342825], ""type"": ""Point""}","-27.466204360342825, 152.9991864884223"
303,200488802,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1970-N011,D0178,BOWMAN PARK,BARDON,MAINS POWER,2,152.97666127594732,-27.456700376909257,"{""coordinates"": [152.97666127594732, -27.456700376909257], ""type"": ""Point""}","-27.456700376909257, 152.97666127594732"
304,200500168,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1869-N016,D0284,SANDGATE SECOND LAGOON RESERVE,SANDGATE,MAINS POWER,1,153.06334867650213,-27.319063915307797,"{""coordinates"": [153.06334867650213, -27.319063915307797], ""type"": ""Point""}","-27.319063915307797, 153.06334867650213"
305,200500292,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2265-N004,D1515,AKUNA STREET PARK,KENMORE,MAINS POWER,1,152.95178014945864,-27.511198643163183,"{""coordinates"": [152.95178014945864, -27.511198643163183], ""type"": ""Point""}","-27.511198643163183, 152.95178014945864"
306,200501252,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1397-N010,D0449,BOYD PARK,NUNDAH,MAINS POWER,1,153.05751933736389,-27.401597867525773,"{""coordinates"": [153.05751933736389, -27.401597867525773], ""type"": ""Point""}","-27.401597867525773, 153.05751933736389"
307,200501396,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2628-N007,D0995,WYNNUM WADING POOL PARK,WYNNUM,MAINS POWER,1,153.17604731548536,-27.441608782540854,"{""coordinates"": [153.17604731548536, -27.441608782540854], ""type"": ""Point""}","-27.441608782540854, 153.17604731548536"
308,200502786,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2352-N005,D1394,BARRETT STREET PARK (WATER RESERVE),BRACKEN RIDGE,MAINS POWER,1,153.03233993699027,-27.320527371212037,"{""coordinates"": [153.03233993699027, -27.320527371212037], ""type"": ""Point""}","-27.320527371212037, 153.03233993699027"
309,200503381,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1858-N005,D0051,MURARRIE RECREATION GROUND,MURARRIE,MAINS POWER,1,153.10180329644942,-27.466465473267352,"{""coordinates"": [153.10180329644942, -27.466465473267352], ""type"": ""Point""}","-27.466465473267352, 153.10180329644942"
310,200504234,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0620-N004,D1810,PACIFIC PARADE PARK,FOREST LAKE,MAINS POWER,1,152.97985776167428,-27.621885113556083,"{""coordinates"": [152.97985776167428, -27.621885113556083], ""type"": ""Point""}","-27.621885113556083, 152.97985776167428"
311,100269338,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1531-N009,D0631,KEPERRA PICNIC GROUND PARK,FERNY GROVE,MAINS POWER,2,152.94158448233426,-27.412255584551332,"{""coordinates"": [152.94158448233426, -27.412255584551332], ""type"": ""Point""}","-27.412255584551332, 152.94158448233426"
312,100264403,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N023,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.97014996988085,-27.472821398637883,"{""coordinates"": [152.97014996988085, -27.472821398637883], ""type"": ""Point""}","-27.472821398637883, 152.97014996988085"
313,100264662,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N034,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.96526822054156,-27.47438504837723,"{""coordinates"": [152.96526822054156, -27.47438504837723], ""type"": ""Point""}","-27.47438504837723, 152.96526822054156"
314,100265673,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2152-N001,D1160,GARRETT PARK,RUNCORN,MAINS POWER,2,153.08202486442264,-27.58982972843414,"{""coordinates"": [153.08202486442264, -27.58982972843414], ""type"": ""Point""}","-27.58982972843414, 153.08202486442264"
315,100267976,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2099-N006,D1279,THE LAKE PARKLANDS,FOREST LAKE,MAINS POWER,2,152.96685724283515,-27.621763320173557,"{""coordinates"": [152.96685724283515, -27.621763320173557], ""type"": ""Point""}","-27.621763320173557, 152.96685724283515"
316,100276433,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1845-N005,D0065,TINGALPA CREEK RESERVE,CHANDLER,MAINS POWER,2,153.18367963328407,-27.50175937301786,"{""coordinates"": [153.18367963328407, -27.50175937301786], ""type"": ""Point""}","-27.50175937301786, 153.18367963328407"
317,100289531,BBQ - ELECTRIC SINGLE RELOCATED,BARBEQUE,B-RE-1770-N004,D0217,ASPLEY REST PARK,CARSELDINE,MAINS POWER,1,153.01538251935602,-27.355861821469308,"{""coordinates"": [153.01538251935602, -27.355861821469308], ""type"": ""Point""}","-27.355861821469308, 153.01538251935602"
318,100294933,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0139-N001,D1953,ST ANDREWS AVENUE PARK,FOREST LAKE,MAINS POWER,1,152.96977711109406,-27.630117172151518,"{""coordinates"": [152.96977711109406, -27.630117172151518], ""type"": ""Point""}","-27.630117172151518, 152.96977711109406"
319,100294942,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0352-N001,D2232,SHERIFF PARK,WAKERLEY,MAINS POWER,1,153.16329093023552,-27.48698541304853,"{""coordinates"": [153.16329093023552, -27.48698541304853], ""type"": ""Point""}","-27.48698541304853, 153.16329093023552"
320,200513027,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1713-N002,D0035,COLMSLIE RESERVE,MORNINGSIDE,MAINS POWER,2,153.0827473017685,-27.449437406133868,"{""coordinates"": [153.0827473017685, -27.449437406133868], ""type"": ""Point""}","-27.449437406133868, 153.0827473017685"
321,200513260,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0158-N002,D1931,CALLIOPE CIRCUIT PARK,MURARRIE,MAINS POWER,1,153.09454043607778,-27.463823051248312,"{""coordinates"": [153.09454043607778, -27.463823051248312], ""type"": ""Point""}","-27.463823051248312, 153.09454043607778"
322,200513485,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0572-N009,D1763,COLMSLIE BEACH RESERVE,MURARRIE,MAINS POWER,1,153.09243958429764,-27.44971559784968,"{""coordinates"": [153.09243958429764, -27.44971559784968], ""type"": ""Point""}","-27.44971559784968, 153.09243958429764"
323,200513566,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0572-N002,D1763,COLMSLIE BEACH RESERVE,MURARRIE,MAINS POWER,1,153.0914213692475,-27.45002249420356,"{""coordinates"": [153.0914213692475, -27.45002249420356], ""type"": ""Point""}","-27.45002249420356, 153.0914213692475"
324,200516436,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1867-N001,D0286,CLIFF STREET PARK,SANDGATE,MAINS POWER,2,153.07471535654614,-27.32056643600616,"{""coordinates"": [153.07471535654614, -27.32056643600616], ""type"": ""Point""}","-27.32056643600616, 153.07471535654614"
325,200524048,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1530-N001,D0597,PRESTON ROAD PARK,CARINA,MAINS POWER,2,153.11807930525845,-27.493337315932227,"{""coordinates"": [153.11807930525845, -27.493337315932227], ""type"": ""Point""}","-27.493337315932227, 153.11807930525845"
326,200524508,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N013,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.033771692066,-27.47876572807748,"{""coordinates"": [153.033771692066, -27.47876572807748], ""type"": ""Point""}","-27.47876572807748, 153.033771692066"
327,200526321,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0151-N008,D1939,MT CROSBY SPORTSGROUND,CHUWAR,MAINS POWER,1,152.7956792314376,-27.540479065368455,"{""coordinates"": [152.7956792314376, -27.540479065368455], ""type"": ""Point""}","-27.540479065368455, 152.7956792314376"
328,200532177,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1869-N007,D0284,SANDGATE SECOND LAGOON RESERVE,SANDGATE,MAINS POWER,2,153.06560965022277,-27.315369729704848,"{""coordinates"": [153.06560965022277, -27.315369729704848], ""type"": ""Point""}","-27.315369729704848, 153.06560965022277"
329,200535108,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0357-N002,D2190,BRUSH BOX PLACE PARK,HEATHWOOD,MAINS POWER,1,152.99390248249242,-27.632181469219248,"{""coordinates"": [152.99390248249242, -27.632181469219248], ""type"": ""Point""}","-27.632181469219248, 152.99390248249242"
330,100298022,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0259-N003,D3533,CARL STREET PARK,WOOLLOONGABBA,MAINS POWER,2,153.03710013464175,-27.499989690649784,"{""coordinates"": [153.03710013464175, -27.499989690649784], ""type"": ""Point""}","-27.499989690649784, 153.03710013464175"
331,100299000,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0069-N004,D2028,TALISKER PLACE PARK,PARKINSON,MAINS POWER,1,153.02498996954762,-27.639622392796497,"{""coordinates"": [153.02498996954762, -27.639622392796497], ""type"": ""Point""}","-27.639622392796497, 153.02498996954762"
332,100300535,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2992-N003,D3878,HAMILTON PARK,HAMILTON,MAINS POWER,2,153.06369285323538,-27.439821126622224,"{""coordinates"": [153.06369285323538, -27.439821126622224], ""type"": ""Point""}","-27.439821126622224, 153.06369285323538"
333,100302124,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1588-N012,D0725,WISHART COMMUNITY PARK,WISHART,MAINS POWER,2,153.10051951911942,-27.56614734046389,"{""coordinates"": [153.10051951911942, -27.56614734046389], ""type"": ""Point""}","-27.56614734046389, 153.10051951911942"
334,100307975,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2556-N005,D1073,REGENCY PLACE PARK (NO.16),STRETTON,MAINS POWER,2,153.07506162523245,-27.61683651495704,"{""coordinates"": [153.07506162523245, -27.61683651495704], ""type"": ""Point""}","-27.61683651495704, 153.07506162523245"
335,100308280,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1780-N003,D0046,WILSON PARK,NORMAN PARK,MAINS POWER,2,153.05741936321772,-27.477157970409692,"{""coordinates"": [153.05741936321772, -27.477157970409692], ""type"": ""Point""}","-27.477157970409692, 153.05741936321772"
336,100308616,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1399-N001,D0447,NICHOLSON PLACE PARK,NORTHGATE,MAINS POWER,1,153.06593873489527,-27.388014192699742,"{""coordinates"": [153.06593873489527, -27.388014192699742], ""type"": ""Point""}","-27.388014192699742, 153.06593873489527"
337,100312623,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1120-N003,D3117,KATHLEEN STREET PARK,RICHLANDS,MAINS POWER,2,152.9567381729862,-27.594611939871232,"{""coordinates"": [152.9567381729862, -27.594611939871232], ""type"": ""Point""}","-27.594611939871232, 152.9567381729862"
338,200470583,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1908-N003,D0346,ORLEIGH PARK,WEST END,MAINS POWER,1,153.0012670931977,-27.489937976914373,"{""coordinates"": [153.0012670931977, -27.489937976914373], ""type"": ""Point""}","-27.489937976914373, 153.0012670931977"
339,200470640,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1832-N005,D0080,MERTHYR PARK,NEW FARM,MAINS POWER,1,153.04270349994806,-27.47464613401107,"{""coordinates"": [153.04270349994806, -27.47464613401107], ""type"": ""Point""}","-27.47464613401107, 153.04270349994806"
340,200547393,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1195-N001,D3124,CECCATO PARK,CARSELDINE,MAINS POWER,1,153.0199455257962,-27.342354634287442,"{""coordinates"": [153.0199455257962, -27.342354634287442], ""type"": ""Point""}","-27.342354634287442, 153.0199455257962"
341,200554067,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0367-N001,D3013,PATONGA STREET PARK,BANYO,MAINS POWER,1,153.08488923338254,-27.37808261341167,"{""coordinates"": [153.08488923338254, -27.37808261341167], ""type"": ""Point""}","-27.37808261341167, 153.08488923338254"
342,200555725,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2280-N008,D1381,AMAZONS PLACE PARK,JINDALEE,MAINS POWER,1,152.95640653008834,-27.53456388582758,"{""coordinates"": [152.95640653008834, -27.53456388582758], ""type"": ""Point""}","-27.53456388582758, 152.95640653008834"
343,200556309,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0321-N001,D2112,BEDGOOD PARK,MILTON,MAINS POWER,2,153.00533580378112,-27.46250208755748,"{""coordinates"": [153.00533580378112, -27.46250208755748], ""type"": ""Point""}","-27.46250208755748, 153.00533580378112"
344,200556814,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1387-N009,D0463,KALINGA PARK,KALINGA,MAINS POWER,2,153.05116601097853,-27.40563299349398,"{""coordinates"": [153.05116601097853, -27.40563299349398], ""type"": ""Point""}","-27.40563299349398, 153.05116601097853"
345,200557064,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0111-N001,D2147,WATHEROO PLACE PARK,PARKINSON,MAINS POWER,1,153.01831949770067,-27.64097426192038,"{""coordinates"": [153.01831949770067, -27.64097426192038], ""type"": ""Point""}","-27.64097426192038, 153.01831949770067"
346,200559366,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0170-N002,D2005,DAINTREE DRIVE PARK (NO.65),PARKINSON,MAINS POWER,1,153.03082923802327,-27.641295718542253,"{""coordinates"": [153.03082923802327, -27.641295718542253], ""type"": ""Point""}","-27.641295718542253, 153.03082923802327"
347,200559615,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2468-N002,D0801,BELDALE PARK,SUNNYBANK HILLS,MAINS POWER,1,153.06187185347184,-27.598427954747144,"{""coordinates"": [153.06187185347184, -27.598427954747144], ""type"": ""Point""}","-27.598427954747144, 153.06187185347184"
348,200559948,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1798-N006,D0024,KEITH PAYNE PARK,STAFFORD,MAINS POWER,1,153.02173950715002,-27.409475124483006,"{""coordinates"": [153.02173950715002, -27.409475124483006], ""type"": ""Point""}","-27.409475124483006, 153.02173950715002"
