OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT,geo_shape,geo_point_2d
185,100274184,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2850-N003,D2243,FITZGIBBON BUSHLANDS,FITZGIBBON,MAINS POWER,2,153.0266377985351,-27.336547808050934,"{""coordinates"": [153.0266377985351, -27.336547808050934], ""type"": ""Point""}","-27.336547808050934, 153.0266377985351"
186,200529045,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0235-N002,D2634,TORRENS CRESCENT PARK,WAKERLEY,MAINS POWER,2,153.15905022747842,-27.48202587336908,"{""coordinates"": [153.15905022747842, -27.48202587336908], ""type"": ""Point""}","-27.48202587336908, 153.15905022747842"
187,200529065,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2233-N001,D1354,SELKIRK CRESCENT PARK,UPPER KEDRON,MAINS POWER,1,152.91768845054258,-27.41020543918322,"{""coordinates"": [152.91768845054258, -27.41020543918322], ""type"": ""Point""}","-27.41020543918322, 152.91768845054258"
188,200529232,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0218-N002,D2996,GREY GUMS PARK,KELVIN GROVE,MAINS POWER,1,153.01344186544605,-27.45155758290134,"{""coordinates"": [153.01344186544605, -27.45155758290134], ""type"": ""Point""}","-27.45155758290134, 153.01344186544605"
189,200529251,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N022,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.9635098668425,-27.543581009905537,"{""coordinates"": [152.9635098668425, -27.543581009905537], ""type"": ""Point""}","-27.543581009905537, 152.9635098668425"
190,200532193,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1869-N001,D0284,SANDGATE SECOND LAGOON RESERVE,SANDGATE,MAINS POWER,2,153.06418975782356,-27.31436269681384,"{""coordinates"": [153.06418975782356, -27.31436269681384], ""type"": ""Point""}","-27.31436269681384, 153.06418975782356"
191,200542877,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N008,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9580288590703,-27.46735390516721,"{""coordinates"": [152.9580288590703, -27.46735390516721], ""type"": ""Point""}","-27.46735390516721, 152.9580288590703"
192,200545546,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1951-N001,D0200,KOKODA PARK,GORDON PARK,MAINS POWER,1,153.02852007908345,-27.421455908098622,"{""coordinates"": [153.02852007908345, -27.421455908098622], ""type"": ""Point""}","-27.421455908098622, 153.02852007908345"
193,200549016,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0692-N001,D1821,NELSON PLACE PARK,NEWMARKET,MAINS POWER,1,153.00234212296155,-27.43132023748651,"{""coordinates"": [153.00234212296155, -27.43132023748651], ""type"": ""Point""}","-27.43132023748651, 153.00234212296155"
194,200528664,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1855-N006,D0054,LAVARACK PARK,CAMP HILL,MAINS POWER,1,153.08402624435385,-27.48958713656979,"{""coordinates"": [153.08402624435385, -27.48958713656979], ""type"": ""Point""}","-27.48958713656979, 153.08402624435385"
195,200528865,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1809-N001,D0013,KEONG PARK,STAFFORD,MAINS POWER,1,153.0069910109808,-27.406892245595873,"{""coordinates"": [153.0069910109808, -27.406892245595873], ""type"": ""Point""}","-27.406892245595873, 153.0069910109808"
196,100275139,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1974-N001,D0174,NEAL MACROSSAN PLAYGROUND PARK,PADDINGTON,MAINS POWER,1,153.0103392995413,-27.462026914991952,"{""coordinates"": [153.0103392995413, -27.462026914991952], ""type"": ""Point""}","-27.462026914991952, 153.0103392995413"
197,100275146,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1987-N032,D0245,SHAW ESTATE PARK,WAVELL HEIGHTS,MAINS POWER,1,153.03915881891888,-27.401290958824966,"{""coordinates"": [153.03915881891888, -27.401290958824966], ""type"": ""Point""}","-27.401290958824966, 153.03915881891888"
198,100279685,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1367-N006,D0474,MOORLANDS PARK,AUCHENFLOWER,MAINS POWER,1,152.99739961141532,-27.479035645042572,"{""coordinates"": [152.99739961141532, -27.479035645042572], ""type"": ""Point""}","-27.479035645042572, 152.99739961141532"
199,100280754,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0681-N003,D1835,MCCASKILL RD PARK,PULLENVALE,MAINS POWER,1,152.90875651492158,-27.530345604993954,"{""coordinates"": [152.90875651492158, -27.530345604993954], ""type"": ""Point""}","-27.530345604993954, 152.90875651492158"
200,100290199,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0386-N008,D1676,PALLARA PARK,PALLARA,MAINS POWER,2,153.01142637262157,-27.609339904045125,"{""coordinates"": [153.01142637262157, -27.609339904045125], ""type"": ""Point""}","-27.609339904045125, 153.01142637262157"
201,100290200,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0386-N008,D1676,PALLARA PARK,PALLARA,MAINS POWER,2,153.01136901166234,-27.60965629370008,"{""coordinates"": [153.01136901166234, -27.60965629370008], ""type"": ""Point""}","-27.60965629370008, 153.01136901166234"
202,100290211,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1542-N005,D0699,HERCULES STREET PARK,HAMILTON,MAINS POWER,2,153.0695412104902,-27.43908496541411,"{""coordinates"": [153.0695412104902, -27.43908496541411], ""type"": ""Point""}","-27.43908496541411, 153.0695412104902"
203,100290224,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N011,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.94289962891492,-27.464765538112754,"{""coordinates"": [152.94289962891492, -27.464765538112754], ""type"": ""Point""}","-27.464765538112754, 152.94289962891492"
204,100290894,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1500-N012,D0432,ABBEVILLE STREET PARK,UPPER MOUNT GRAVATT,MAINS POWER,2,153.08859880253925,-27.544701178685497,"{""coordinates"": [153.08859880253925, -27.544701178685497], ""type"": ""Point""}","-27.544701178685497, 153.08859880253925"
205,100422058,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2412-N005,D0857,PARDALOTE PARK,ALGESTER,MAINS POWER,1,153.04014233001467,-27.606745139333416,"{""coordinates"": [153.04014233001467, -27.606745139333416], ""type"": ""Point""}","-27.606745139333416, 153.04014233001467"
206,100085077,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1853-N012,D0056,WHITES HILL RESERVE,CAMP HILL,MAINS POWER,2,153.07861920387802,-27.508510986524957,"{""coordinates"": [153.07861920387802, -27.508510986524957], ""type"": ""Point""}","-27.508510986524957, 153.07861920387802"
207,100085404,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2556-N004,D1073,REGENCY PLACE PARK (NO.16),STRETTON,MAINS POWER,1,153.07510367605818,-27.615186536230134,"{""coordinates"": [153.07510367605818, -27.615186536230134], ""type"": ""Point""}","-27.615186536230134, 153.07510367605818"
208,100085933,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1186-N003,D3192,WATERFRONT PARK,NEWSTEAD,MAINS POWER,2,153.04510513568752,-27.448331623124094,"{""coordinates"": [153.04510513568752, -27.448331623124094], ""type"": ""Point""}","-27.448331623124094, 153.04510513568752"
209,100086027,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1155-N002,D3712,NORTHSHORE RIVERSIDE PARK,HAMILTON,MAINS POWER,2,153.08577945810276,-27.444778005318266,"{""coordinates"": [153.08577945810276, -27.444778005318266], ""type"": ""Point""}","-27.444778005318266, 153.08577945810276"
210,100093434,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1891-N003,D0259,BIAMI YUMBA PARK,FIG TREE POCKET,MAINS POWER,2,152.96708714650998,-27.539072621068087,"{""coordinates"": [152.96708714650998, -27.539072621068087], ""type"": ""Point""}","-27.539072621068087, 152.96708714650998"
211,100101216,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0265-N002,D3398,KEN FLETCHER PARK,TENNYSON,MAINS POWER,2,153.00643503155507,-27.524397803105494,"{""coordinates"": [153.00643503155507, -27.524397803105494], ""type"": ""Point""}","-27.524397803105494, 153.00643503155507"
212,100107330,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2259-N009,D1521,PHIL DENMAN PARK,JAMBOREE HEIGHTS,MAINS POWER,1,152.92981655850303,-27.552354039153148,"{""coordinates"": [152.92981655850303, -27.552354039153148], ""type"": ""Point""}","-27.552354039153148, 152.92981655850303"
213,100108301,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2722-N002,D2165,CAPE ARID PARK,FITZGIBBON,MAINS POWER,1,153.0244388124281,-27.336885238190483,"{""coordinates"": [153.0244388124281, -27.336885238190483], ""type"": ""Point""}","-27.336885238190483, 153.0244388124281"
214,100110470,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1846-N001,D0064,GLINDEMANN PARK,HOLLAND PARK WEST,MAINS POWER,1,153.0695589967464,-27.526386443156284,"{""coordinates"": [153.0695589967464, -27.526386443156284], ""type"": ""Point""}","-27.526386443156284, 153.0695589967464"
215,100110471,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1846-N001,D0064,GLINDEMANN PARK,HOLLAND PARK WEST,MAINS POWER,1,153.06975290117353,-27.52659807497692,"{""coordinates"": [153.06975290117353, -27.52659807497692], ""type"": ""Point""}","-27.52659807497692, 153.06975290117353"
216,200478510,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0017-N002,D0498,LANHAM PARK,GRANGE,MAINS POWER,1,153.0187095316429,-27.424124228772524,"{""coordinates"": [153.0187095316429, -27.424124228772524], ""type"": ""Point""}","-27.424124228772524, 153.0187095316429"
217,200482337,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2049-N001,D1234,HONEYSUCKLE WAY PARK,CALAMVALE,MAINS POWER,1,153.05386106619926,-27.632565291018775,"{""coordinates"": [153.05386106619926, -27.632565291018775], ""type"": ""Point""}","-27.632565291018775, 153.05386106619926"
218,200482688,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1715-N002,D0206,BOLES STREET PARK,STAFFORD,MAINS POWER,2,153.0028072658932,-27.40636028012634,"{""coordinates"": [153.0028072658932, -27.40636028012634], ""type"": ""Point""}","-27.40636028012634, 153.0028072658932"
219,200484788,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0698-N001,D1815,CARNARVON WAY PARK,MURARRIE,MAINS POWER,1,153.09531590330155,-27.461622203528783,"{""coordinates"": [153.09531590330155, -27.461622203528783], ""type"": ""Point""}","-27.461622203528783, 153.09531590330155"
220,200488886,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1957-N001,D0193,TENNIS AVENUE PARK,ASHGROVE,MAINS POWER,1,153.0019101319335,-27.443236548229617,"{""coordinates"": [153.0019101319335, -27.443236548229617], ""type"": ""Point""}","-27.443236548229617, 153.0019101319335"
221,200488923,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2413-N002,D0856,SURBITON COURT PARK,CARINDALE,MAINS POWER,1,153.10515485890215,-27.5053918015758,"{""coordinates"": [153.10515485890215, -27.5053918015758], ""type"": ""Point""}","-27.5053918015758, 153.10515485890215"
222,200488925,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2413-N002,D0856,SURBITON COURT PARK,CARINDALE,MAINS POWER,1,153.10523504808887,-27.504835241885875,"{""coordinates"": [153.10523504808887, -27.504835241885875], ""type"": ""Point""}","-27.504835241885875, 153.10523504808887"
223,200489036,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1738-N004,D0160,WALTON BRIDGE RESERVE,THE GAP,MAINS POWER,1,152.95425717814405,-27.444736038156623,"{""coordinates"": [152.95425717814405, -27.444736038156623], ""type"": ""Point""}","-27.444736038156623, 152.95425717814405"
224,200489042,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0151-N004,D1939,MT CROSBY SPORTSGROUND,CHUWAR,MAINS POWER,1,152.79620165063565,-27.5392248352639,"{""coordinates"": [152.79620165063565, -27.5392248352639], ""type"": ""Point""}","-27.5392248352639, 152.79620165063565"
225,200500497,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1620-N008,D0572,LES ATKINSON PARK,SUNNYBANK,MAINS POWER,2,153.0529384308576,-27.583183931982205,"{""coordinates"": [153.0529384308576, -27.583183931982205], ""type"": ""Point""}","-27.583183931982205, 153.0529384308576"
226,100113839,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1374-N001,D0466,NORMAN BUCHAN PARK,BARDON,MAINS POWER,1,152.9896496417785,-27.465491523494645,"{""coordinates"": [152.9896496417785, -27.465491523494645], ""type"": ""Point""}","-27.465491523494645, 152.9896496417785"
227,100115345,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N002,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9641902692182,-27.466113890382804,"{""coordinates"": [152.9641902692182, -27.466113890382804], ""type"": ""Point""}","-27.466113890382804, 152.9641902692182"
228,100115346,BBQ - GAS SINGLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N002,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,1,152.965055679949,-27.466150739618506,"{""coordinates"": [152.965055679949, -27.466150739618506], ""type"": ""Point""}","-27.466150739618506, 152.965055679949"
229,100117499,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0045-N003,D2043,BECCARIA PARK,DOOLANDELLA,MAINS POWER,1,152.98551964207425,-27.607491252542275,"{""coordinates"": [152.98551964207425, -27.607491252542275], ""type"": ""Point""}","-27.607491252542275, 152.98551964207425"
230,100119643,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2068-N003,D1159,SOLAR PARK,BRIDGEMAN DOWNS,MAINS POWER,1,152.98546858529392,-27.370477108157058,"{""coordinates"": [152.98546858529392, -27.370477108157058], ""type"": ""Point""}","-27.370477108157058, 152.98546858529392"
231,100119694,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2560-N001,D1120,STRETTON COMMUNITY PARK,STRETTON,MAINS POWER,1,153.0688528124725,-27.61758384796406,"{""coordinates"": [153.0688528124725, -27.61758384796406], ""type"": ""Point""}","-27.61758384796406, 153.0688528124725"
232,100123880,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1637-N002,D0554,ROSEBANK SQUARE,SALISBURY,MAINS POWER,1,153.04295949484452,-27.55552842204113,"{""coordinates"": [153.04295949484452, -27.55552842204113], ""type"": ""Point""}","-27.55552842204113, 153.04295949484452"
233,100124140,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1876-N004,D0275,DECKER PARK,BRIGHTON,MAINS POWER,2,153.06485710720696,-27.28573626232035,"{""coordinates"": [153.06485710720696, -27.28573626232035], ""type"": ""Point""}","-27.28573626232035, 153.06485710720696"
234,100125935,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2580-N003,D1018,FIG TREE COMMON PARK,FIG TREE POCKET,WOOD FIRED,1,152.9544325754882,-27.524784833106324,"{""coordinates"": [152.9544325754882, -27.524784833106324], ""type"": ""Point""}","-27.524784833106324, 152.9544325754882"
235,200500847,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N012,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.08271635613082,-27.32190556744228,"{""coordinates"": [153.08271635613082, -27.32190556744228], ""type"": ""Point""}","-27.32190556744228, 153.08271635613082"
236,200501074,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1685-N004,D0517,BAYSIDE PARK,MANLY,MAINS POWER,2,153.1868967200556,-27.45181830981287,"{""coordinates"": [153.1868967200556, -27.45181830981287], ""type"": ""Point""}","-27.45181830981287, 153.1868967200556"
237,200501938,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1447-N009,D0438,NUDGEE BEACH RESERVE,NUDGEE BEACH,MAINS POWER,1,153.1039238046267,-27.345281022262586,"{""coordinates"": [153.1039238046267, -27.345281022262586], ""type"": ""Point""}","-27.345281022262586, 153.1039238046267"
238,200502370,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2628-N007,D0995,WYNNUM WADING POOL PARK,WYNNUM,MAINS POWER,1,153.17621096130978,-27.44134689819557,"{""coordinates"": [153.17621096130978, -27.44134689819557], ""type"": ""Point""}","-27.44134689819557, 153.17621096130978"
239,200504350,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2317-N011,D1252,TINCHI TAMBA WETLANDS RESERVE,BALD HILLS,MAINS POWER,1,153.03280445943517,-27.299738745873306,"{""coordinates"": [153.03280445943517, -27.299738745873306], ""type"": ""Point""}","-27.299738745873306, 153.03280445943517"
240,200524374,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N003,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.03335727221838,-27.47967405501378,"{""coordinates"": [153.03335727221838, -27.47967405501378], ""type"": ""Point""}","-27.47967405501378, 153.03335727221838"
241,200543264,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1716-N013,D0208,TERALBA PARK,EVERTON PARK,MAINS POWER,1,152.9806628575958,-27.402627550636474,"{""coordinates"": [152.9806628575958, -27.402627550636474], ""type"": ""Point""}","-27.402627550636474, 152.9806628575958"
242,200570221,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2350-N008,D1399,EDENBROOKE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,1,152.95312810146106,-27.549419055681152,"{""coordinates"": [152.95312810146106, -27.549419055681152], ""type"": ""Point""}","-27.549419055681152, 152.95312810146106"
243,100271013,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N014,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.06976351866714,-27.3128966624986,"{""coordinates"": [153.06976351866714, -27.3128966624986], ""type"": ""Point""}","-27.3128966624986, 153.06976351866714"
244,100280021,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2099-N014,D1279,THE LAKE PARKLANDS,FOREST LAKE,MAINS POWER,1,152.96266506981516,-27.620130260187054,"{""coordinates"": [152.96266506981516, -27.620130260187054], ""type"": ""Point""}","-27.620130260187054, 152.96266506981516"
245,100280745,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1694-N006,D0580,D.J.SHERRINGTON PARK,INALA,MAINS POWER,2,152.98625667199138,-27.59757750512737,"{""coordinates"": [152.98625667199138, -27.59757750512737], ""type"": ""Point""}","-27.59757750512737, 152.98625667199138"
246,100285234,BBQ - GAS DOUBLE,BARBEQUE,B-RE-1901-N013,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.96899551641917,-27.468671757556173,"{""coordinates"": [152.96899551641917, -27.468671757556173], ""type"": ""Point""}","-27.468671757556173, 152.96899551641917"
247,100285555,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0242-N003,D2612,EUNGELLA TERRACE PARK,FOREST LAKE,MAINS POWER,2,152.97894866289138,-27.633734774672696,"{""coordinates"": [152.97894866289138, -27.633734774672696], ""type"": ""Point""}","-27.633734774672696, 152.97894866289138"
248,100294941,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0352-N001,D2232,SHERIFF PARK,WAKERLEY,MAINS POWER,1,153.16331969576322,-27.486972971295607,"{""coordinates"": [153.16331969576322, -27.486972971295607], ""type"": ""Point""}","-27.486972971295607, 153.16331969576322"
249,100301993,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0034-N001,D1123,MINDONA ROTARY PARK,WISHART,MAINS POWER,1,153.10394339845598,-27.556050813425493,"{""coordinates"": [153.10394339845598, -27.556050813425493], ""type"": ""Point""}","-27.556050813425493, 153.10394339845598"
250,100304378,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1790-N005,D0002,GREENE PARK,WYNNUM,MAINS POWER,2,153.1731056643327,-27.43599932810504,"{""coordinates"": [153.1731056643327, -27.43599932810504], ""type"": ""Point""}","-27.43599932810504, 153.1731056643327"
251,100310164,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1928-N006,D0329,MONIER ROAD PARK (NOS.44-84),DARRA,MAINS POWER,2,152.95932191138166,-27.556416722808212,"{""coordinates"": [152.95932191138166, -27.556416722808212], ""type"": ""Point""}","-27.556416722808212, 152.95932191138166"
252,100312982,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1553-N022,D0685,WALLY TATE PARK,KURABY,MAINS POWER,2,153.09147579412544,-27.6029854583797,"{""coordinates"": [153.09147579412544, -27.6029854583797], ""type"": ""Point""}","-27.6029854583797, 153.09147579412544"
253,200470582,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1908-N020,D0346,ORLEIGH PARK,WEST END,MAINS POWER,2,153.002513747155,-27.489966626654237,"{""coordinates"": [153.002513747155, -27.489966626654237], ""type"": ""Point""}","-27.489966626654237, 153.002513747155"
254,200471160,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1454-N006,D0388,PEGG'S PARK,MOOROOKA,MAINS POWER,1,153.03146730805267,-27.53219241790608,"{""coordinates"": [153.03146730805267, -27.53219241790608], ""type"": ""Point""}","-27.53219241790608, 153.03146730805267"
255,200471345,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2069-N001,D1158,MULBEAM PARK,BOONDALL,MAINS POWER,2,153.05320727730955,-27.351461956454656,"{""coordinates"": [153.05320727730955, -27.351461956454656], ""type"": ""Point""}","-27.351461956454656, 153.05320727730955"
256,200471654,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N014,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.06958826695995,-27.313137218340078,"{""coordinates"": [153.06958826695995, -27.313137218340078], ""type"": ""Point""}","-27.313137218340078, 153.06958826695995"
257,200471952,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2546-N003,D1085,ROSEMOUNT PARK,SINNAMON PARK,MAINS POWER,1,152.94914835819557,-27.548225467792587,"{""coordinates"": [152.94914835819557, -27.548225467792587], ""type"": ""Point""}","-27.548225467792587, 152.94914835819557"
258,200472477,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0494-N001,D1533,BLISS STREET PARK (LOT 29),GAYTHORNE,MAINS POWER,1,152.97620995080175,-27.422218714851827,"{""coordinates"": [152.97620995080175, -27.422218714851827], ""type"": ""Point""}","-27.422218714851827, 152.97620995080175"
259,200474384,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2231-N005,D1356,CAROLE PARK COMMUNITY PARK,ELLEN GROVE,MAINS POWER,1,152.93969867027525,-27.61630727331842,"{""coordinates"": [152.93969867027525, -27.61630727331842], ""type"": ""Point""}","-27.61630727331842, 152.93969867027525"
260,200475866,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1633-N004,D0558,WHIPBIRD PARK,MACGREGOR,MAINS POWER,1,153.0777026296344,-27.572177503484028,"{""coordinates"": [153.0777026296344, -27.572177503484028], ""type"": ""Point""}","-27.572177503484028, 153.0777026296344"
261,200477074,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N028,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.96032813787141,-27.53891797897605,"{""coordinates"": [152.96032813787141, -27.53891797897605], ""type"": ""Point""}","-27.53891797897605, 152.96032813787141"
262,200477289,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1565-N002,D0672,WILLIAMS PARK,RUNCORN,MAINS POWER,2,153.07099274285335,-27.602725428589633,"{""coordinates"": [153.07099274285335, -27.602725428589633], ""type"": ""Point""}","-27.602725428589633, 153.07099274285335"
263,200478574,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N004,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.064741614128,-27.292559819305573,"{""coordinates"": [153.064741614128, -27.292559819305573], ""type"": ""Point""}","-27.292559819305573, 153.064741614128"
264,200480282,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1908-N005,D0346,ORLEIGH PARK,WEST END,MAINS POWER,1,152.99800112545927,-27.489547010982598,"{""coordinates"": [152.99800112545927, -27.489547010982598], ""type"": ""Point""}","-27.489547010982598, 152.99800112545927"
265,200480335,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2004-N035,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,2,153.0338272814072,-27.37869620271612,"{""coordinates"": [153.0338272814072, -27.37869620271612], ""type"": ""Point""}","-27.37869620271612, 153.0338272814072"
266,200480410,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1764-N001,D0224,LEN TREZONA PARK,ZILLMERE,MAINS POWER,1,153.03697268732478,-27.363359735545085,"{""coordinates"": [153.03697268732478, -27.363359735545085], ""type"": ""Point""}","-27.363359735545085, 153.03697268732478"
267,200481736,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1697-N007,D0127,SEDGLEY PARK,ALDERLEY,MAINS POWER,1,153.00472230721115,-27.428591729172958,"{""coordinates"": [153.00472230721115, -27.428591729172958], ""type"": ""Point""}","-27.428591729172958, 153.00472230721115"
268,200481967,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1450-N002,D0392,THOMPSON ESTATE RESERVE,GREENSLOPES,MAINS POWER,1,153.04145915948368,-27.506827439529992,"{""coordinates"": [153.04145915948368, -27.506827439529992], ""type"": ""Point""}","-27.506827439529992, 153.04145915948368"
269,200482220,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1883-N006,D0267,THE RAFTING GROUND PARK,BROOKFIELD,MAINS POWER,1,152.92325543552352,-27.5209238104825,"{""coordinates"": [152.92325543552352, -27.5209238104825], ""type"": ""Point""}","-27.5209238104825, 152.92325543552352"
270,200482320,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2004-N032,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,1,153.03464832782285,-27.376387659482596,"{""coordinates"": [153.03464832782285, -27.376387659482596], ""type"": ""Point""}","-27.376387659482596, 153.03464832782285"
271,200483285,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N026,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.96113186966346,-27.542762424305046,"{""coordinates"": [152.96113186966346, -27.542762424305046], ""type"": ""Point""}","-27.542762424305046, 152.96113186966346"
272,100085057,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1837-N008,D0075,CAPTAIN BURKE PARK,KANGAROO POINT,MAINS POWER,2,153.03436695857116,-27.465414059974332,"{""coordinates"": [153.03436695857116, -27.465414059974332], ""type"": ""Point""}","-27.465414059974332, 153.03436695857116"
273,100085078,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1853-N012,D0056,WHITES HILL RESERVE,CAMP HILL,MAINS POWER,2,153.0787626237243,-27.508934394085852,"{""coordinates"": [153.0787626237243, -27.508934394085852], ""type"": ""Point""}","-27.508934394085852, 153.0787626237243"
